Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
482195,"PRZEDSZKOLE NIEPUBLICZNE ""STEFCIO LEWCIO"" W WARSZAWIE",14,1465,1465078,918838,26575,MAZOWIECKIE,Warszawa,Praga-Południe,ul. Żupnicza,25,"LU2, LU3","Warszawa ul. Żupnicza 25 LU2, LU3",03-821,602514995,astefiolewcio@gmail.com,,niepubliczna,Dzieci lub młodzież,DĄBRÓWKA MROZOWSKA,16
278354,"PRZEDSZKOLE NIEPUBLICZNE ""STEFEK BURCZYMUCHA""",22,2208,2208011,977373,5431,POMORSKIE,lęborski,Lębork,ul. Gdańska,40,,lęborski ul. Gdańska 40 ,84-300,784014827,przedszkole-stefek.l@o2.pl,stefekburczymucha.pl,niepubliczna,Dzieci lub młodzież,IZABELA PROTASIUK,56
93044,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",14,1418,1418032,4765,7431,MAZOWIECKIE,piaseczyński,Lesznowola,ul. Jedności,71,,piaseczyński ul. Jedności 71 ,05-506,503416805,majasowinska@op.pl,www.przedszkolestokrotka.com.pl,niepubliczna,Dzieci lub młodzież,EMILIA JAGODZIŃSKA,65
46547,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",28,2802,2802011,932710,9106,WARMIŃSKO-MAZURSKIE,braniewski,Braniewo,ul. Konarskiego,4,,braniewski ul. Konarskiego 4 ,14-500,556441500,biuro@przedszkolestokrotka.net.pl,,niepubliczna,Dzieci lub młodzież,ELŻBIETA MYSIAKOWSKA,90
112183,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",28,2862,2862011,964465,18295,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,ul. Radiowa,25,,Olsztyn ul. Radiowa 25 ,10-208,895260913,przedszkolestokrotka@gmail.com,www.przedszkolestokrotka.com,niepubliczna,Dzieci lub młodzież,JOANNA ŻAK,55
270493,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",2,216,216022,363694,4434,DOLNOŚLĄSKIE,polkowicki,Gaworzyce,ul. Dworcowa,191,,polkowicki ul. Dworcowa 191 ,59-180,887436707,MARTYNA.NAROZNA97@WP.PL,,niepubliczna,Dzieci lub młodzież,MARTYNA KUBIS,2
271656,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",4,463,463011,982724,3730,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Jana Dekerta,24,,Toruń ul. Jana Dekerta 24 ,87-100,666402766,stokrotka.ple@gmail.com,,niepubliczna,Dzieci lub młodzież,JOANNA MUSZYŃSKA,63
8713,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA""",10,1010,1010062,546874,17550,ŁÓDZKIE,piotrkowski,Moszczenica,ul. Proszeńska,12d,,piotrkowski ul. Proszeńska 12d ,97-310,509763880,przedszkoleniepubliczne.jp@wp.pl,,niepubliczna,Dzieci lub młodzież,KAROLINA MALISIEWICZ,109
128592,"PRZEDSZKOLE NIEPUBLICZNE ""STOKROTKA"" W KALISZU",30,3061,3061011,936569,9323,WIELKOPOLSKIE,Kalisz,Kalisz,ul. Korczak,17,,Kalisz ul. Korczak 17 ,62-800,722304600,beata.paczesna@wp.pl,,niepubliczna,Dzieci lub młodzież,BEATA PACZESNA,62
84912,"PRZEDSZKOLE NIEPUBLICZNE ""STONOGA""",14,1465,1465038,988796,28178,MAZOWIECKIE,Warszawa,Białołęka,ul. Skarbka z Gór,45,,Warszawa ul. Skarbka z Gór 45 ,03-287,601382276,skarbka@stonoga.pl,,niepubliczna,Dzieci lub młodzież,MARIUS WITAK,43
266142,"PRZEDSZKOLE NIEPUBLICZNE ""STONOGA""",8,801,801011,935452,24550,LUBUSKIE,gorzowski,Kostrzyn nad Odrą,ul. Wodna,3D,,gorzowski ul. Wodna 3D ,66-470,691781619,kontakt@przedszkole-stonoga.pl,www.przedszkole-stonoga.pl,niepubliczna,Dzieci lub młodzież,BARBARA DEREWLANA,151
129234,"PRZEDSZKOLE NIEPUBLICZNE ""STUMILOWY LAS""",14,1402,1402011,930414,17377,MAZOWIECKIE,ciechanowski,Ciechanów,ul. Powstańców Wielkopolskich,7A,47,ciechanowski ul. Powstańców Wielkopolskich 7A 47,06-400,502923349,pn.stumilowylas@wp.pl,,niepubliczna,Dzieci lub młodzież,Beata Pilacińska,89
89745,"PRZEDSZKOLE NIEPUBLICZNE ""STUMILOWY LAS"" W WIŚLE",24,2403,2403031,927091,7392,ŚLĄSKIE,cieszyński,Wisła,ul. Jawornik,58,-,cieszyński ul. Jawornik 58 -,43-460,603707551,monika.mentel@poczta.fm,www.mentel-przedszkola.com,niepubliczna,Dzieci lub młodzież,MONIKA MENTEL,16
104934,"PRZEDSZKOLE NIEPUBLICZNE ""ŚWIAT BAJEK""",14,1418,1418045,6362,7656,MAZOWIECKIE,piaseczyński,Piaseczno,ul. Julianowska,67C i D,,piaseczyński ul. Julianowska 67C i D ,05-500,600429247,kontakt@swiatbajek.eu,,niepubliczna,Dzieci lub młodzież,ANNA MASIAK,63
109965,"PRZEDSZKOLE NIEPUBLICZNE ""ŚWIAT DZIECKA""",14,1418,1418025,3665,22293,MAZOWIECKIE,piaseczyński,Konstancin-Jeziorna,ul. Ścienna,148,,piaseczyński ul. Ścienna 148 ,05-520,606138988,kontakt@przedszkoleswiatdziecka.edu.pl,www.przedszkoleswiatdziecka.edu.pl,niepubliczna,Dzieci lub młodzież,ALDONA WARTOŃ,51
41323,"PRZEDSZKOLE NIEPUBLICZNE ""SWIAT MALUCHA""",2,213,213034,987130,432,DOLNOŚLĄSKIE,milicki,Milicz,ul. Armii Krajowej,2,,milicki ul. Armii Krajowej 2 ,56-300,796767389,razem.blizej@gmail.com,,niepubliczna,Dzieci lub młodzież,MONIKA MOKWIŃSKA-SNAŻYK,57
263774,"PRZEDSZKOLE NIEPUBLICZNE ""ŚWIAT MARZEŃ"" W LUBLINIE",6,663,663011,954700,26995,LUBELSKIE,Lublin,Lublin,ul. Melomanów,2,U1A,Lublin ul. Melomanów 2 U1A,20-855,510368650,przedszkoleswiatmarzen@gmail.com,www.przedszkoleswiatmarzen.pl,niepubliczna,Dzieci lub młodzież,KAMILA BORAWSKA-MISZTAL,63
39757,"PRZEDSZKOLE NIEPUBLICZNE ""ŚWIAT ODKRYWCÓW""",14,1412,1412011,975687,12098,MAZOWIECKIE,miński,Mińsk Mazowiecki,ul. Mała,4,,miński ul. Mała 4 ,05-300,509992489,info@swiatodkrywcow.pl,www.swiatodkrywcow.pl,niepubliczna,Dzieci lub młodzież,ANETA KRZYMOWSKA,78
15755,"PRZEDSZKOLE NIEPUBLICZNE ""SZCZĘŚLIWA TRZYNASTKA"" W KALISZU",30,3061,3061011,936569,10009,WIELKOPOLSKIE,Kalisz,Kalisz,ul. Krótka,9,,Kalisz ul. Krótka 9 ,62-800,627574804,pn.szczesliwa13@gmail.com,szczesliwa13.com,niepubliczna,Dzieci lub młodzież,MAGDALENA ZABOROWSKA,90
132151,"PRZEDSZKOLE NIEPUBLICZNE ""SZCZĘŚLIWE ANIOŁKI""",14,1416,1416011,966330,23682,MAZOWIECKIE,ostrowski,Ostrów Mazowiecka,ul. Warszawska,22,,ostrowski ul. Warszawska 22 ,07-300,502093739,przedszkole.marzenakossakowska@gmail.com,,niepubliczna,Dzieci lub młodzież,ALEKSANDRA RÓWNA,48
129756,"PRZEDSZKOLE NIEPUBLICZNE ""TAJEMNICZY OGRÓD""",30,3064,3064029,969416,19345,WIELKOPOLSKIE,Poznań,Poznań-Grunwald,ul. Rzepińska,19,,Poznań ul. Rzepińska 19 ,60-176,601306064,kontakt@montessoripoznan.pl,,niepubliczna,Dzieci lub młodzież,MARTA SZIŁAJTIS-OBIEGŁO,38
125514,"PRZEDSZKOLE NIEPUBLICZNE ""TAM TAM I TU""",12,1261,1261029,950470,9987,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,ul. Królewska,55,,Kraków ul. Królewska 55 ,30-081,513128998,przedszkoletamtamitu@gmail.com,przedszkoletamtamitu.pl,niepubliczna,Dzieci lub młodzież,Marika Parys,26
25093,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZA"" W BYDGOSZCZY",4,461,461011,928363,21575,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Józefa Sułkowskiego,60a,,Bydgoszcz ul. Józefa Sułkowskiego 60a ,85-634,523721964,zsn.tecza@wp.pl,www.przedszkoletecza.bydgoszcz.pl,niepubliczna,Dzieci lub młodzież,EWA TURSKA-SKIBICKA,106
74884,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWA CHATKA""-JUSTYNA JASTRZĘBSKA",30,3030,3030054,971637,51457,WIELKOPOLSKIE,wrzesiński,Września,ul. Gen. Tadeusza Kutrzeby,1,,wrzesiński ul. Gen. Tadeusza Kutrzeby 1 ,62-300,660322901,biuro@teczowachatka.eu,www.teczowachatka.eu,niepubliczna,Dzieci lub młodzież,JUSTYNA JASTRZĘBSKA,245
115194,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWA DOLINA""",14,1412,1412142,690186,25305,MAZOWIECKIE,miński,Stanisławów,ul. Zachodnia,2,,miński ul. Zachodnia 2 ,05-304,725234656,marczyk_paulina@wp.pl,,niepubliczna,Dzieci lub młodzież,PAULINA ADAMCZEWSKA,28
120243,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWA KRAINA""",4,464,464011,984752,9983,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,ul. Królewiecka,11,,Włocławek ul. Królewiecka 11 ,87-800,722146289,marta_grobelniak@op.pl,www.teczowa-kraina-wloclawek.pl,niepubliczna,Dzieci lub młodzież,MARTA GROBELNIAK,150
70924,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWA KRAINA"" W LUBICZU DOLNYM",4,415,415042,846369,4434,KUJAWSKO-POMORSKIE,toruński,Lubicz,ul. Dworcowa,11c,,toruński ul. Dworcowa 11c ,87-162,601732799,,,niepubliczna,Dzieci lub młodzież,ROBERT BORKOWSKI,66
11036,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWE MISIE""",22,2202,2202011,928854,12623,POMORSKIE,chojnicki,Chojnice,ul. Mestwina,14B,,chojnicki ul. Mestwina 14B ,89-600,600049435,teczowe-misiaki@tlen.pl,www.teczowe-misiaki.pl,niepubliczna,Dzieci lub młodzież,MONIKA FIEREK,53
114907,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWE PRZEDSZKOLE""",18,1817,1817082,362909,13861,PODKARPACKIE,sanocki,Zarszyn,ul. Nadbrzeżna,53,,sanocki ul. Nadbrzeżna 53 ,38-530,696772036,megi110@onet.pl,,niepubliczna,Dzieci lub młodzież,MAŁGORZATA ROGOWSKA,50
125497,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWY ZAKĄTEK""",28,2814,2814064,964703,9182,WARMIŃSKO-MAZURSKIE,olsztyński,Jeziorany,ul. Konopnickiej,2A,,olsztyński ul. Konopnickiej 2A ,11-320,504011273,teczowy-zakatek@wp.pl,,niepubliczna,Dzieci lub młodzież,KRZYSZTOF KSIĄŻEK,51
15213,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWY ZAKĄTEK""",2,262,262011,954047,24438,DOLNOŚLĄSKIE,Legnica,Legnica,ul. Stanisława Ignacego Witkiewicza,4,,Legnica ul. Stanisława Ignacego Witkiewicza 4 ,59-220,768561271,teczowyzakatek@poczta.onet.pl,www.teczowyzakatek.edu.pl,niepubliczna,Dzieci lub młodzież,WIOLETTA BORKOWSKA,74
263294,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWY ZAKĄTEK""",28,2805,2805011,977670,30162,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,ul. Matki Teresy z Kalkuty,3,lok. 1,ełcki ul. Matki Teresy z Kalkuty 3 lok. 1,19-300,607322564,przedszkole@teczowyzakatek.net.pl,http://teczowyzakatek.net.pl,niepubliczna,Dzieci lub młodzież,ANETA SZLASZYŃSKA,118
11096,"PRZEDSZKOLE NIEPUBLICZNE ""TEDDY"" - DOROTA STRÓJKA",22,2202,2202011,928854,14909,POMORSKIE,chojnicki,Chojnice,ul. Okrzei,8,,chojnicki ul. Okrzei 8 ,89-600,604096087,dodoro@wp.pl,www.teddychojnice.pl,niepubliczna,Dzieci lub młodzież,DOROTA STRÓJKA,21
131428,"PRZEDSZKOLE NIEPUBLICZNE ""TENISÓWKA""",30,3021,3021172,597363,6029,WIELKOPOLSKIE,poznański,Tarnowo Podgórne,ul. Grabowa,56,,poznański ul. Grabowa 56 ,62-080,539968765,kontakt@przedszkole-tenisowka.pl,,niepubliczna,Dzieci lub młodzież,,128
125538,"PRZEDSZKOLE NIEPUBLICZNE ""TEREFERE""",10,1005,1005011,977031,11937,ŁÓDZKIE,łowicki,Łowicz,ul. 3 Maja,3,5,łowicki ul. 3 Maja 3 5,99-400,468372004,marcinmuras@interia.pl,terefere.edu.pl,niepubliczna,Dzieci lub młodzież,MARCIN MURAS,74
263840,"PRZEDSZKOLE NIEPUBLICZNE ""TIK-TAK""",14,1412,1412011,975687,5939,MAZOWIECKIE,miński,Mińsk Mazowiecki,ul. Górki,18A,,miński ul. Górki 18A ,05-300,503027227,tiktakprzedszkole@onet.pl,,niepubliczna,Dzieci lub młodzież,,44
19582,"PRZEDSZKOLE NIEPUBLICZNE ""TIKA"" Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI",24,2462,2462011,938670,17368,ŚLĄSKIE,Bytom,Bytom,ul. Powstańców Warszawskich,14,31,Bytom ul. Powstańców Warszawskich 14 31,41-902,533303054,sekretariat@tika.com.pl,www.tika.com.pl,niepubliczna,Dzieci lub młodzież,SEBASTIAN STAJNO,108
267712,"PRZEDSZKOLE NIEPUBLICZNE ""TOTUTAJ""",2,264,264039,986544,7296,DOLNOŚLĄSKIE,Wrocław,Wrocław-Krzyki,ul. Jarzynowa,27,,Wrocław ul. Jarzynowa 27 ,52-214,606963011,pati.kuczynska@gmail.com,www.totutaj.net,niepubliczna,Dzieci lub młodzież,EWA TYMCIO,66
84736,"PRZEDSZKOLE NIEPUBLICZNE ""TRALALA"" - WYCHOWANIE PRZEZ SZTUKĘ",14,1465,1465128,918784,17740,MAZOWIECKIE,Warszawa,Ursus,ul. Przemysława II,12,,Warszawa ul. Przemysława II 12 ,02-496,885506666,ursus@przedszkoletralala.pl,www.przedszkoletralala.pl,niepubliczna,Dzieci lub młodzież,MONIKA KOMOŃ,39
103708,"PRZEDSZKOLE NIEPUBLICZNE ""TRAMPOLINE""",14,1465,1465078,918838,17234,MAZOWIECKIE,Warszawa,Praga-Południe,ul. Poselska,5,,Warszawa ul. Poselska 5 ,03-931,881207700,trampoline@trampoline.edu.pl,www.trampoline.edu.pl,niepubliczna,Dzieci lub młodzież,MAŁGORZATA ZANIEWICZ,63
83331,"PRZEDSZKOLE NIEPUBLICZNE ""TRZY JĘZYKI""",14,1465,1465108,919810,8094,MAZOWIECKIE,Warszawa,Śródmieście,ul. Karowa,14/16,2002/5/6,Warszawa ul. Karowa 14/16 37382,00-324,503072119,amjup2000@yahoo.com,www.3jezyki.pl,niepubliczna,Dzieci lub młodzież,,83
50314,"PRZEDSZKOLE NIEPUBLICZNE ""TUPTUSIOWY RAJ"" W SUŁKOWIE",12,1219,1219055,341505,,MAŁOPOLSKIE,wielicki,Wieliczka,,397,,wielicki  397 ,32-020,698626059,joanna.sliwa@vp.pl,www.tuptusiowyraj.pl,niepubliczna,Dzieci lub młodzież,JOANNA ŚLIWA,76
34996,"PRZEDSZKOLE NIEPUBLICZNE ""TWÓRCZE ŁAPKI""",14,1461,1461011,966079,44944,MAZOWIECKIE,Ostrołęka,Ostrołęka,"ul. ppłk. Łukasza Cieplińskiego ""Pługa""",4,3,"Ostrołęka ul. ppłk. Łukasza Cieplińskiego ""Pługa"" 4 3",07-410,730818584,ewcia2522@gmail.com,,niepubliczna,Dzieci lub młodzież,EWA OSTROWSKA,21
74120,"PRZEDSZKOLE NIEPUBLICZNE ""TWÓRCZEJ AKTYWNOŚCI DZIECKA""",32,3262,3262011,977976,22513,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. Świerszczowa,14,,Szczecin ul. Świerszczowa 14 ,71-115,914530198,przedszkoletad@op.pl,www.przedszkoletad.pl,niepubliczna,Dzieci lub młodzież,MAGDALENA NIEGREBECKA-KUKUŁA,35
40892,"PRZEDSZKOLE NIEPUBLICZNE ""U ANIOŁKA STRÓŻA"" W WIELICZCE",12,1219,1219054,952232,6260,MAŁOPOLSKIE,wielicki,Wieliczka,ul. Grunwaldzka,21a,,wielicki ul. Grunwaldzka 21a ,32-020,602251492,jwilkonska@interia.pl,www.uaniolkastroza.pl,niepubliczna,Dzieci lub młodzież,JOANNA WILKOŃSKA,34
89609,"PRZEDSZKOLE NIEPUBLICZNE ""U BOBA""",4,419,419064,929865,22073,KUJAWSKO-POMORSKIE,żniński,Żnin,ul. Szpitalna,20,,żniński ul. Szpitalna 20 ,88-400,692851071,uboba@o2.pl,www.uboba.pl,niepubliczna,Dzieci lub młodzież,DOROTA KUROWSKA,47
38473,"PRZEDSZKOLE NIEPUBLICZNE ""U CIOCI GOSI"" M.KOZAKIEWICZ, B.KWIATKOWSKA S.C.",32,3215,3215011,950262,1176,ZACHODNIOPOMORSKIE,szczecinecki,Szczecinek,ul. Białogardzka,6,,szczecinecki ul. Białogardzka 6 ,78-400,943745592,ciocia.gosia@vp.pl,,niepubliczna,Dzieci lub młodzież,Małgorzata Kozakiewicz,106
264419,"PRZEDSZKOLE NIEPUBLICZNE ""U CIOCI KLOCI"" SP. Z O.O.",4,407,407011,928989,20972,KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,ul. Staropoznańska,49,,inowrocławski ul. Staropoznańska 49 ,88-100,502566899,kontakt@uciocikloci.pl,www.uciocikloci.pl,niepubliczna,Dzieci lub młodzież,MAJA PICHŁACZ,88
109862,"PRZEDSZKOLE NIEPUBLICZNE ""U KUBUSIA PUCHATKA""",14,1465,1465098,988810,1786,MAZOWIECKIE,Warszawa,Rembertów,ul. Bombardierów,13,,Warszawa ul. Bombardierów 13 ,04-416,734488364,info@przedszkoleukubusia.pl,www.przedszkoleukubusia.pl,niepubliczna,Dzieci lub młodzież,MAGDALENA MOŚCICKA,51
26252,"PRZEDSZKOLE NIEPUBLICZNE ""U KUBUSIA""",4,461,461011,928363,13167,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Zygmunta Moczyńskiego,5,,Bydgoszcz ul. Zygmunta Moczyńskiego 5 ,85-016,525201113,przedszkole@ukubusia.eu,www.przedszkolebydgoszcz.edu.pl,niepubliczna,Dzieci lub młodzież,Anna Filipczak-Krugły,27
119306,"PRZEDSZKOLE NIEPUBLICZNE ""U MIKOŁAJA"" W WAŁBRZYCHU",2,265,265011,983681,285,DOLNOŚLĄSKIE,Wałbrzych,Wałbrzych,ul. gen. Władysława Andersa,171,,Wałbrzych ul. gen. Władysława Andersa 171 ,58-304,502502024,bukowskamucha@tlen.pl,,niepubliczna,Dzieci lub młodzież,RAMONA BUKOWSKA,37
3581,"PRZEDSZKOLE NIEPUBLICZNE ""U NATALKI I KUBUSIA""",4,407,407011,928989,8179,KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,ul. Kasztelańska,17,,inowrocławski ul. Kasztelańska 17 ,88-100,509259130,centrum.ino@onet.pl,,niepubliczna,Dzieci lub młodzież,BARBARA RYDLICHOWSKA,120
122615,"PRZEDSZKOLE NIEPUBLICZNE ""U NATALKI I KUBUSIA""",4,409,409035,91818,,KUJAWSKO-POMORSKIE,mogileński,Mogilno,,49,,mogileński  49 ,88-300,523522498,,,niepubliczna,Dzieci lub młodzież,BARBARA RYDLICHOWSKA,66
129737,"PRZEDSZKOLE NIEPUBLICZNE ""ULIK""",14,1465,1465068,918643,45577,MAZOWIECKIE,Warszawa,Ochota,al. Aleja Bohaterów Września,18,2,Warszawa al. Aleja Bohaterów Września 18 2,02-389,515839555,ulikprzedszkole@gmail.com,ulik.edu.pl,niepubliczna,Dzieci lub młodzież,JUSTYNA RYSZKOWSKA,27
278828,"PRZEDSZKOLE NIEPUBLICZNE ""ULIK""",12,1261,1261059,951327,17474,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. gen. Ignacego Prądzyńskiego,16,,Kraków ul. gen. Ignacego Prądzyńskiego 16 ,31-426,791364171,wawelskiulik@gmail.com,,niepubliczna,Dzieci lub młodzież,DOROTA KURA,21
7179,"PRZEDSZKOLE NIEPUBLICZNE ""UMISIA"" UL.ŚWIERKOWA 19 13-200 DZIAŁDOWO",28,2803,2803011,930609,22508,WARMIŃSKO-MAZURSKIE,działdowski,Działdowo,ul. Świerkowa,19,,działdowski ul. Świerkowa 19 ,13-200,886965822,marta@umisia.com,umisia.com,niepubliczna,Dzieci lub młodzież,,128
119167,"PRZEDSZKOLE NIEPUBLICZNE ""UŚMIECH DZIECKA""",10,1010,1010095,552538,11608,ŁÓDZKIE,piotrkowski,Sulejów,ul. Łęczyńska,20,,piotrkowski ul. Łęczyńska 20 ,97-330,512011303,noweprzedszkole@op.pl,,niepubliczna,Dzieci lub młodzież,ŁUKASZ KOMAR,80
87683,"PRZEDSZKOLE NIEPUBLICZNE ""W KASZTANOWYM PARKU""",30,3064,3064029,969416,6260,WIELKOPOLSKIE,Poznań,Poznań-Grunwald,ul. Grunwaldzka,68,,Poznań ul. Grunwaldzka 68 ,60-311,618616027,przedszkole@wkasztanowymparku.pl,www.wkasztanowymparku.pl,niepubliczna,Dzieci lub młodzież,IWONA BURSZTYŃSKA,57
481192,"PRZEDSZKOLE NIEPUBLICZNE ""WE LOVE KIDS"" W KRAKOWIE",12,1261,1261049,950960,23406,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,ul. Urocza,36,,Kraków ul. Urocza 36 ,30-602,451575559,welovekids.krakow@gmail.com,,niepubliczna,Dzieci lub młodzież,ANNA MARCZYK-MOCEK,50
118536,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁA GROMADKA""",8,861,861011,935140,26611,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Żwirowa,93 A,,Gorzów Wielkopolski ul. Żwirowa 93 A ,66-400,538909970,w.gromadka93@wp.pl,www.wesolagromadka.szkolnastrona.pl,niepubliczna,Dzieci lub młodzież,MAGDALENA PAWELCZYK,21
10406,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁA KRAINA"" W KIELNIE",22,2215,2215092,175290,21970,POMORSKIE,wejherowski,Szemud,ul. Szkolna,5,,wejherowski ul. Szkolna 5 ,84-208,586761777,stubamagda@gmail.com,www.przedszkolekielno.pl,niepubliczna,Dzieci lub młodzież,MAGDA STUBA-CYTRYNIAK,118
80127,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁA NIEZAPOMINAJKA""",20,2061,2061011,922410,40549,PODLASKIE,Białystok,Białystok,ul. Grzeczna,2,,Białystok ul. Grzeczna 2 ,15-666,790883575,biuro@wesolaniezapominajka.pl,,niepubliczna,Dzieci lub młodzież,EWA EJSMONT,57
83786,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁA PIĄTKA"" W ŚWIDNICY",2,219,219011,984657,23582,DOLNOŚLĄSKIE,świdnicki,Świdnica,ul. Wałbrzyska,48,,świdnicki ul. Wałbrzyska 48 ,58-100,748520239,wesolapiateczka@vp.pl,www.wesolapiatka.pl,niepubliczna,Dzieci lub młodzież,DANUTA NATANEK,80
104414,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE NUTKI""",2,264,264029,986290,51912,DOLNOŚLĄSKIE,Wrocław,Wrocław-Fabryczna,ul. ks. Marcina Lutra,2-8,,Wrocław ul. ks. Marcina Lutra 46061 ,54-239,717823780,wesolenutki@diakonia.pl,www.wesolenutki.diakonia.pl,niepubliczna,Dzieci lub młodzież,,68
11160,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE PRZEDSZKOLAKI"" ELŻBIETA STANKE",22,2202,2202011,928854,18645,POMORSKIE,chojnicki,Chojnice,ul. Reymonta,4,,chojnicki ul. Reymonta 4 ,89-600,523972022,wesoleprzedszkolaki@wp.pl,http://www.wesole-przedszkolaki.pl/,niepubliczna,Dzieci lub młodzież,ELŻBIETA STANKE,128
91139,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE PRZEDSZKOLE""",2,208,208051,984522,20798,DOLNOŚLĄSKIE,kłodzki,Polanica-Zdrój,ul. Leopolda Staffa,41,,kłodzki ul. Leopolda Staffa 41 ,57-320,603031476,annagladysz@wp.pl,,niepubliczna,Dzieci lub młodzież,ANNA GŁADYSZ,35
130285,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE PRZEDSZKOLE""",30,3011,3011011,954484,20291,WIELKOPOLSKIE,kościański,Kościan,ul. Juliusza Słowackiego,1,,kościański ul. Juliusza Słowackiego 1 ,64-000,606536605,poczta@wesoleprzedszkole.koscian.pl,www.wesoleprzedszkole.koscian.pl,niepubliczna,Dzieci lub młodzież,EWA KACZMAREK,63
39608,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE PSZCZÓŁKI""",24,2463,2463011,938887,6457,ŚLĄSKIE,Chorzów,Chorzów,ul. Hajducka,12,,Chorzów ul. Hajducka 12 ,41-500,794794434,przedszkole.chorzow@gmail.com,www.wesolepszczolki.pl,niepubliczna,Dzieci lub młodzież,Beata Wróblewska,36
25155,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE SERDUSZKA""",4,461,461011,928363,9463,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Juliusza Kossaka,72,,Bydgoszcz ul. Juliusza Kossaka 72 ,85-307,523458236,biuro@wesoleserduszka.pl,www.wesoleserduszka.pl,niepubliczna,Dzieci lub młodzież,MICHALINA LEWANDOWSKA,174
120781,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE SKRZATY""",4,402,402011,982954,23814,KUJAWSKO-POMORSKIE,brodnicki,Brodnica,ul. Wczasowa,2A,,brodnicki ul. Wczasowa 2A ,87-300,512201551,wesoleskrzaty.brodnica@gmail.com,,niepubliczna,Dzieci lub młodzież,MARZENA SCHUETZ,37
28204,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE SKRZATY"" MAGDALENA BŁAŻEJCZYK",30,3011,3011011,954484,16414,WIELKOPOLSKIE,kościański,Kościan,pl. Plac Wolności,8,,kościański pl. Plac Wolności 8 ,64-000,508683585,wesole.skrzaty@op.pl,,niepubliczna,Dzieci lub młodzież,MAGDALENA BŁAŻEJCZYK,14
20805,"PRZEDSZKOLE NIEPUBLICZNE ""WESOŁE SKRZATY"" W NOWYM SĄCZU",12,1262,1262011,959435,6191,MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,ul. gen. Stefana Grota-Roweckiego,11,,Nowy Sącz ul. gen. Stefana Grota-Roweckiego 11 ,33-300,184421856,sgrybel.npws@wp.pl,http://wesoleskrzaty-nowysacz.pl/,niepubliczna,Dzieci lub młodzież,STANISŁAWA GRYBEL,95
